"CustomerID";"Recency";"Frequency";"Monetary"
14775;59;3;1418.46
14776;52;19;3339.02
14777;5;4;239.26
14778;128;2;730.86
14779;281;3;386.15
14780;55;2;447.68
14781;421;1;-530.31
14782;320;1;200.1
14783;656;2;305.35
14784;27;3;449.93
14785;11;2;77.4
14786;551;1;90.96
14787;472;1;110.65
14788;8;3;1156.32
14789;29;1;197.64
14790;17;10;2526.62
14791;607;1;303.63
14792;64;2;0.0
14793;5;3;611.05
14794;3;13;1889.15
14795;167;1;131.45
14796;2;39;10691.12
14797;508;1;300.31
14798;53;9;715.11
14799;52;2;338.15
14800;48;23;7415.59
14801;62;1;193.14
14802;431;6;-1502.98
14803;163;3;845.55
14804;9;1;353.27
14805;16;7;1104.64
14806;76;2;303.43
14807;391;2;519.29
14808;40;15;2175.37
14809;622;2;686.76
14810;41;13;2537.02
14811;388;1;170.5
14812;599;1;185.8
14813;370;4;1090.87
14814;582;1;160.46
14815;37;2;778.5
14816;198;1;271.85
14817;201;9;3889.21
14818;74;6;1170.41
14819;65;4;470.16
14820;22;9;1274.76
14821;367;7;1286.45
14822;486;1;157.7
14823;181;3;321.43
14824;11;12;3952.51
14825;4;27;4886.28
14826;582;2;385.2
14828;197;14;9803.46
14829;30;9;1639.94
14830;54;1;197.13
14831;575;7;1623.97
14832;631;3;-274.63
14833;499;1;94.8
14834;18;9;2184.21
14835;528;3;293.1
14836;11;3;102.45
14837;90;12;3445.82
14838;424;2;773.67
14839;419;3;915.28
14840;268;3;340.21
14841;54;14;7163.0
14842;36;8;2456.8
14843;437;1;211.8
14844;64;12;6688.43
14845;600;1;150.0
14846;424;2;406.8
14847;149;4;1320.6
14848;405;1;310.56
14849;22;50;15542.44
14850;312;9;1575.21
14851;24;3;829.41
14852;59;21;6123.63
14853;9;7;1351.37
14854;79;14;4302.17
14855;120;7;6520.3
14856;37;3;1311.38
14857;60;10;3578.93
14858;506;1;180.75
14859;13;6;1703.94
14860;9;2;168.62
14861;53;14;1318.4
14862;26;2;841.2
14863;30;1;266.76
14864;732;1;-48.75
14865;8;4;129.72
14866;11;20;20657.77
14867;186;19;2901.46
14868;4;13;4170.06
14869;4;9;2776.8
14870;262;9;1794.6
14871;4;9;1258.97
14872;481;4;802.68
14873;211;2;854.13
14874;536;1;116.18
14875;10;7;2841.55
14876;522;2;256.7
14877;419;2;437.0
14878;13;28;3812.22
14879;685;1;185.06
14880;78;3;706.19
14881;20;1;255.4
14882;27;15;3426.55
14883;19;7;756.64
14884;670;1;120.6
14885;132;4;1496.12
14886;253;1;364.8
14887;80;1;1862.0
14888;208;1;369.2
14889;337;1;135.9
14890;254;3;817.25
14891;149;4;1106.73
14892;691;1;202.35
14893;10;6;1782.26
14894;86;5;1412.21
14895;8;48;24488.82
14896;205;10;1973.47
14897;8;9;3100.74
14898;24;18;3356.86
14899;396;1;1384.88
14900;523;1;13.92
14901;12;13;2277.05
14902;22;5;1000.27
14903;22;10;2744.48
14904;3;4;1640.64
14905;155;10;1939.69
14906;446;3;-66.98
14907;4;23;6094.69
14908;75;2;381.9
14909;429;5;1380.98
14910;3;7;389.86
14911;2;510;270248.53
14912;17;11;748.58
14913;36;8;4073.13
14914;606;1;-5.85
14915;86;13;1752.65
14916;71;11;2888.21
14917;597;2;1123.75
14918;116;9;5955.81
14919;540;1;359.35
14920;213;3;1607.17
14921;31;2;1316.07
14922;394;2;843.74
14923;51;1;749.1
14924;246;3;931.01
14925;732;1;-7.95
14926;382;3;337.65
14927;397;1;308.2
14928;620;2;204.46
14929;33;2;836.69
14930;109;9;5136.64
14931;5;6;964.68
14932;366;2;1029.66
14933;444;5;885.0
14934;73;9;2444.1
14935;298;2;2849.83
14936;10;14;12378.46
14937;57;4;1617.63
14938;503;4;2289.43
14939;631;1;-934.66
14940;418;2;531.49
14941;579;1;182.1
14942;402;5;706.56
14943;664;1;107.62
14944;30;24;9674.92
14945;414;1;179.4
14946;15;1;100.9
14947;73;6;1049.79
14948;24;7;1066.57
14949;460;6;498.55
14950;9;2;361.25
14951;80;1;311.69
14952;47;43;17244.25
14953;26;5;1005.37
14954;13;2;503.44
14955;733;1;163.77
14956;422;1;1325.0
14957;254;2;333.29
14958;148;6;957.94
14959;60;5;684.97
14960;9;2;221.27
14961;11;28;16328.9
14962;271;4;366.91
14963;10;13;3158.63
14964;248;1;206.21
14965;97;2;599.0
14966;15;6;1115.84
14967;50;7;1680.52
14968;31;2;504.99
14969;704;1;906.23
14970;69;16;3593.4
14971;36;3;1116.57
14972;129;2;145.07
14973;108;3;1314.45
14974;38;1;114.39
14975;58;2;472.39
14976;58;8;765.86
14977;726;1;31.93
14978;73;12;3106.34
14979;736;1;439.46
14980;738;1;150.68
14981;247;3;313.52
14982;573;1;237.78
14983;690;1;183.2
14984;20;6;1271.41
14985;199;2;296.75
14986;377;2;566.9
14987;16;9;1632.25
14988;212;7;2066.6
14989;662;1;342.4
14990;613;2;305.42
14991;431;1;314.67
14992;443;1;210.5
14993;564;1;36.13
14994;383;8;886.33
14995;39;2;233.23
14996;482;2;442.29
14997;47;5;771.38
14998;171;4;770.73
14999;593;1;129.48
15000;48;1;490.52
15001;395;2;230.86
15002;116;9;4817.28
15003;474;7;1055.7
15004;148;1;1246.32
15005;16;76;13763.27
15006;52;2;825.14
15007;160;1;156.91
15008;481;2;360.0
15009;13;3;1261.78
15010;36;1;308.94
15011;396;2;416.6
15012;54;3;860.62
15013;488;10;1641.3
15014;44;2;260.17
15015;502;20;2275.82
15016;173;6;622.3
15017;34;1;125.58
15018;39;4;567.51
15019;267;1;266.0
15020;380;1;203.42
15021;9;17;2689.59
15022;12;5;1186.09
15023;4;23;12092.19
15024;10;16;4075.51
15025;34;2;1013.09
15026;81;5;1061.61
15027;31;13;2974.04
15028;9;6;1157.71
15029;619;2;362.15
15030;72;9;1964.66
15031;5;16;2857.37
15032;257;10;13285.65
15033;5;11;2571.02
15034;16;17;8282.45
15035;90;1;252.73
15036;73;3;465.55
15037;377;2;402.51
15038;44;10;1269.96
15039;10;107;39742.99
15040;542;1;7.49
15041;171;2;294.02
15042;200;2;315.45
15043;32;6;2873.8
15044;20;47;15841.53
15045;152;3;633.66
15046;10;28;7583.38
15047;270;1;343.62
15048;66;5;479.27
15049;274;1;121.17
15050;26;7;4138.87
15051;24;10;3920.16
15052;320;1;215.78
15053;5;3;697.79
15054;13;2;302.1
15055;475;3;560.07
15056;521;1;133.45
15057;276;6;3184.56
15058;26;17;3377.18
15059;41;27;3427.62
15060;9;4;303.09
15061;4;138;136391.48
15062;72;8;2585.62
15063;214;1;370.8
15064;411;4;1254.41
15065;38;7;3304.71
15066;32;2;760.59
15067;79;6;3865.13
15068;47;4;1176.85
15069;180;1;1109.53
15070;373;3;843.25
15071;94;4;1455.56
15072;480;1;187.52
15073;10;9;2357.04
15074;106;3;1566.33
15075;78;1;773.03
15076;173;5;1425.84
15077;457;4;2423.88
15078;8;64;17576.52
15079;213;17;3686.75
15080;428;2;546.25
15081;23;13;1948.27
15082;669;1;93.35
15083;257;1;88.2
15084;380;2;965.2
15085;730;1;347.54
15086;565;2;218.53
15087;282;1;306.94
15088;22;3;1140.27
15089;11;6;2420.84
15090;309;1;381.32
15091;54;6;1023.11
15092;216;4;773.16
15093;19;34;13657.88
15094;464;2;83.0
15095;104;11;3135.74
15096;43;1;219.39
15097;5;5;587.05
15098;183;5;649.5
15099;85;1;410.48
15100;331;14;2319.5
15101;9;11;1303.49
15102;531;2;554.67
15103;32;2;703.36
15104;167;3;1002.54
15105;19;9;3094.91
15106;18;7;1407.73
15107;312;12;856.26
15108;142;5;1291.75
15109;241;4;961.9
15110;24;9;1480.0
15111;30;5;2730.87
15112;612;1;209.4
15113;10;4;3439.41
15114;31;12;3400.12
15115;19;3;528.1
15116;18;4;1352.75
15117;15;9;2484.32
15118;135;1;244.8
15119;246;1;266.4
15120;130;2;343.82
15121;51;2;457.72
15122;86;16;4461.42
15123;8;5;4656.17
15124;23;4;450.82
15125;26;36;16124.33
15126;537;2;449.49
15127;66;2;711.5
15128;61;9;1732.22
15129;51;23;6860.18
15130;170;1;330.11
15131;395;1;80.28
15132;19;5;977.93
15133;128;5;1806.9
15134;15;10;1596.29
15135;234;3;293.78
15136;3;5;1282.45
15137;521;5;747.55
15138;386;2;486.59
15139;240;2;178.96
15140;53;9;3239.44
15141;458;9;1378.31
15142;47;7;2608.97
15143;226;2;563.63
15144;9;33;12006.51
15145;5;4;1194.73
15146;165;3;1313.66
15147;219;2;608.65
15148;11;1;301.29
15149;134;5;1554.61
15150;18;14;8990.58
15151;424;2;2085.61
15152;10;18;5197.97
15153;32;1;329.25
15154;75;4;1332.26
15155;384;1;383.97
15156;2;3;961.49
15157;4;7;2587.54
15158;46;3;437.66
15159;2;38;22049.4
15160;358;4;589.27
15161;389;1;119.92
15162;729;2;241.5
15163;19;2;304.47
15164;69;10;2052.02
15165;374;1;975.5
15166;468;1;167.16
15167;321;5;1659.67
15168;26;1;106.56
15169;383;2;569.22
15170;407;1;81.15
15171;325;2;1034.5
15172;9;5;1624.05
15173;381;8;1399.26
15174;323;2;481.46
15175;72;1;224.14
15176;597;2;985.09
15177;426;1;948.93
15178;261;1;40.5
15179;19;17;7426.82
15180;368;3;904.43
15181;67;8;948.45
15182;155;14;2942.75
15183;548;4;637.03
15184;30;4;689.95
15185;71;1;310.62
15186;15;5;1403.2
15187;2;18;4670.08
15188;726;1;310.43
15189;2;58;17101.13
15190;435;1;834.44
15191;464;3;588.05
15192;120;5;1981.39
15193;61;1;499.32
15194;4;39;12187.68
15195;3;1;3861.0
15196;433;2;316.25
15197;9;10;1427.84
15198;93;6;559.45
15199;60;10;3122.4
15200;495;1;549.05
15201;79;14;1525.9
15202;421;8;-2570.18
15203;26;15;4400.18
15204;358;1;316.58
15205;86;3;648.83
15206;11;4;420.3
15207;410;5;653.77
15208;2;7;968.02
15209;731;1;178.98
15210;226;3;1176.19
15211;61;2;1277.48
15212;240;3;195.43
15213;319;3;325.05
15214;2;8;1661.44
15215;45;11;1496.46
15216;88;2;486.09
15217;564;1;426.24
15218;11;25;11456.0
15219;177;2;685.45
15220;52;7;1758.92
15221;367;7;1816.1
15222;319;17;3415.66
15223;226;6;1117.1
15224;359;8;837.26
15225;235;1;409.4
15226;311;1;154.41
15227;37;9;2488.49
15228;67;7;5570.52
15229;587;1;160.5
15230;240;2;429.6
15231;597;2;228.36
15232;114;2;612.06
15233;402;1;59.4
15234;277;1;197.0
15235;218;16;2937.81
15236;299;1;321.05
15237;2;4;1412.32
15238;30;5;1056.54
15239;11;3;764.34
15240;45;20;4315.0
15241;67;12;3032.31
15242;423;1;302.04
15243;75;2;927.28
15244;66;4;850.18
15245;135;8;4610.84
15246;239;3;780.4
15247;123;4;967.11
15248;412;4;1865.03
15249;32;21;9147.15
15250;641;1;60.0
15251;10;31;20095.6
15252;37;7;2053.06
15253;17;12;2033.29
15254;128;4;1073.4
15255;67;11;3670.77
15256;149;2;170.4
15257;282;3;600.9
15258;169;2;623.16
15259;513;4;1182.38
15260;101;30;9098.38
15261;136;4;1508.0
15262;324;3;418.82
15263;107;1;156.51
15264;65;3;844.2
15265;152;4;3345.64
15266;339;6;841.7
15267;23;5;1717.36
15268;479;4;941.25
15269;24;3;1225.36
15270;16;31;7193.99
15271;8;26;4639.29
15272;58;6;2085.48
15273;600;1;228.96
15274;5;2;716.57
15275;32;2;609.19
15276;67;5;631.03
15277;47;2;476.34
15278;562;4;496.16
15279;355;7;1541.74
15280;173;3;406.22
15281;59;22;8317.62
15282;571;1;348.59
15283;391;4;135.43
15284;501;1;24.75
15285;408;1;94.92
15286;50;1;240.55
15287;23;6;854.58
15288;44;10;3883.13
15289;30;7;1570.71
15290;5;30;10355.58
15291;26;53;13451.24
15292;202;1;180.94
15293;666;1;247.5
15294;401;2;222.3
15295;655;1;217.24
15296;45;20;10223.93
15297;11;4;635.04
15298;3;29;8356.03
15299;68;15;7243.62
15300;65;1;496.44
15301;51;19;7561.21
15302;723;2;291.05
15303;291;4;1178.78
15304;61;11;905.45
15305;556;1;93.6
15306;65;10;3480.98
15307;96;1;205.3
15308;271;2;302.27
15309;611;10;715.53
15310;479;1;1634.64
15311;1;270;113513.07
15312;76;14;2916.49
15313;111;1;52.0
15314;200;4;800.65
15315;65;3;551.54
15316;327;1;165.0
15317;678;2;112.05
15318;4;1;312.62
15319;284;1;204.5
15320;45;1;267.13
15321;50;18;6560.65
15322;65;3;1314.15
15323;534;4;320.9
15324;702;1;140.22
15325;104;9;1596.81
15326;334;10;1529.82
15327;53;1;208.75
15328;408;1;107.24
15329;36;20;2742.98
15330;33;2;714.96
15331;500;4;755.41
15332;367;6;6553.74
15333;209;1;1028.56
15334;157;3;351.67
15335;54;1;173.97
15336;402;1;240.5
15337;403;2;344.72
15338;678;1;283.43
15339;67;11;1634.09
15340;562;1;105.5
15341;81;3;2401.02
15342;117;2;391.76
15343;88;1;364.5
15344;1;5;476.58
15345;36;2;367.69
15346;333;4;591.65
15347;367;6;1333.9
15348;73;1;158.04
15349;159;2;473.81
15350;374;2;663.25
15351;13;15;3615.18
15352;549;1;114.95
15353;255;8;3154.05
15354;599;7;-94.8
15355;30;2;277.05
15356;32;13;3464.95
15357;683;1;-36.75
15358;5;55;16837.35
15359;555;9;162.6
15360;40;1;427.93
15361;362;4;689.07
15362;449;2;613.08
15363;242;3;996.16
15364;96;2;913.19
15365;26;15;3573.26
15366;76;7;2389.08
15367;58;13;5005.73
15368;22;2;722.74
15369;145;13;1713.39
15370;41;9;3713.51
15371;663;1;59.4
15372;138;10;5954.42
15373;9;18;3218.59
15374;129;2;307.32
15375;691;1;60.96
15376;41;3;1233.36
15377;383;5;1179.95
15378;463;2;246.5
15379;170;9;4806.44
15380;9;13;3422.2
15381;214;6;1887.62
15382;15;20;13646.5
15383;683;1;-10.5
15384;170;5;2014.49
15385;41;3;942.08
15386;187;1;394.14
15387;493;1;468.65
15388;271;1;140.54
15389;173;5;2733.8
15390;397;2;1216.66
15391;571;2;282.92
15392;5;8;2891.82
15393;17;5;891.34
15394;10;13;5251.4
15395;326;1;107.45
15396;113;2;796.38
15397;290;1;94.0
15398;17;3;1339.63
15399;2;3;815.77
15400;93;9;1252.8
15401;453;2;216.95
15402;149;7;1816.64
15403;492;2;170.88
15404;376;1;257.06
15405;190;2;659.84
15406;19;6;891.77
15407;34;4;1056.44
15408;265;1;267.18
15409;702;2;117.2
15410;85;10;4685.72
15411;27;5;1346.38
15412;172;1;190.53
15413;431;7;-2531.38
15414;10;3;774.9
15415;314;1;572.81
15416;65;9;4554.65
15417;86;1;508.8
15418;426;2;452.32
15419;25;1;135.86
15420;435;6;743.0
15421;59;10;3805.34
15422;324;8;1615.02
15423;39;4;219.14
15424;255;3;597.78
15425;401;4;1944.57
15426;20;11;2592.95
15427;34;3;1483.14
15428;16;4;762.75
15429;27;3;364.9
15430;468;3;903.75
15431;503;1;153.24
15432;24;4;301.26
15433;80;3;417.87
15434;9;13;2517.11
15435;23;1;149.29
15436;13;3;1122.53
15437;263;2;393.45
15438;132;1;156.58
15439;405;4;1269.05
15440;55;3;383.68
15441;397;3;1254.21
15442;249;1;594.0
15443;2;16;5116.14
15444;10;2;1418.26
15445;265;2;284.5
15446;377;5;398.85
15447;331;6;484.93
15448;313;2;788.81
15449;27;5;971.22
15450;31;1;429.84
15451;435;2;233.21
15452;30;6;1799.11
15453;2;7;1388.37
15454;363;2;307.69
15455;598;1;38.25
15456;284;10;2119.27
15457;263;1;237.07
15458;26;2;370.44
15459;418;2;202.83
15460;355;1;216.76
15461;461;3;391.3
15462;95;4;737.05
15463;30;1;126.14
15464;339;1;1048.85
15465;20;39;12226.15
15466;86;4;1571.01
15467;10;4;511.88
15468;36;7;1387.48
15469;44;6;834.4
15470;576;1;63.42
15471;3;3;1316.56
15472;114;1;371.56
15473;15;11;1740.0
15474;596;1;163.1
15475;78;1;454.11
15476;381;5;2180.28
15477;650;1;368.4
15478;41;3;2024.98
15479;734;1;147.4
15480;117;7;3592.25
15481;402;1;1993.34
15482;16;24;8107.83
15483;162;10;862.2
15484;2;7;4624.8
15485;31;8;5624.51
15486;528;1;102.0
15487;680;1;231.32
15488;93;5;431.92
15489;23;12;2327.36
15490;431;2;188.1
15491;96;7;3090.85
15492;29;2;659.46
15493;33;11;4280.43
15494;22;6;3770.95
15495;380;1;246.5
15496;632;1;146.14
15497;18;11;8643.46
15498;1;55;23860.81
15499;724;1;161.6
15500;9;4;1131.56
15501;405;2;402.5
15502;16;27;8673.53
15503;363;2;267.15
15504;82;5;413.9
15505;53;7;3497.14
15506;23;6;2040.03
15507;172;1;492.36
15508;190;6;1000.27
15509;381;1;166.51
15510;331;1;250.0
15511;12;5;909.23
15512;156;4;331.58
15513;32;41;27264.45
15514;13;20;5422.28
15515;388;1;171.81
15516;45;3;62.43
15517;234;1;267.03
15518;65;23;4103.78
15519;384;2;344.61
15520;2;1;343.5
15521;37;24;6674.44
15522;33;2;398.84
15523;85;18;17220.04
15524;25;2;591.4
15525;3;5;1280.8
15526;34;2;148.44
15527;19;31;5041.78
15528;255;1;229.33
15529;23;13;5084.5
15530;22;5;1813.72
15531;9;2;2007.44
15532;26;12;3708.05
15533;20;5;746.92
15534;726;1;162.25
15535;174;10;985.82
15536;410;1;259.09
15537;164;1;110.92
15538;538;11;3027.15
15539;8;1;538.46
15540;12;2;460.68
15541;115;1;85.13
15542;513;4;895.9
15543;289;2;242.84
15544;9;26;8134.12
15545;55;2;428.05
15546;607;3;539.55
15547;8;28;10140.89
15548;596;1;158.09
15549;78;9;2308.46
15550;5;14;1995.6
15551;37;9;1659.28
15552;218;2;252.52
15553;61;1;437.23
15554;278;1;217.2
15555;13;46;11744.08
15556;25;1;279.77
15557;29;1;473.65
15558;640;2;143.33
15559;569;1;1109.4
15560;398;2;153.52
15561;12;9;1856.54
15562;352;3;673.38
15563;9;11;2781.21
15564;464;2;70.74
15565;51;2;173.16
15566;393;2;227.87
15567;19;1;186.01
15568;3;3;758.29
15569;104;10;3586.35
15570;8;27;9246.99
15571;12;14;4051.63
15572;5;10;4068.67
15573;32;5;1207.18
15574;178;7;1476.7
15575;620;1;30.1
15576;38;1;940.67
15577;152;5;397.98
15578;163;1;127.1
15579;69;7;1267.25
15580;377;14;1221.95
15581;121;43;5797.78
15582;25;3;682.91
15583;377;1;107.86
15584;24;7;1275.0
15585;177;1;455.3
15586;592;4;1128.66
15587;51;7;1522.08
15588;678;1;579.6
15589;253;4;456.58
15590;290;6;1466.41
15591;583;3;217.9
15592;47;1;388.58
15593;71;1;199.8
15594;16;6;1767.53
15595;488;1;357.6
15596;101;16;3023.59
15597;30;3;554.52
15598;36;4;543.02
15599;27;3;1250.06
15600;429;5;1178.71
15601;12;35;14919.22
15602;9;25;2975.97
15603;79;3;74.73
15604;53;1;216.39
15605;37;10;1933.4
15606;58;19;4733.47
15607;337;13;1578.57
15608;29;5;1785.98
15609;183;2;270.03
15610;52;1;112.46
15611;10;32;2858.37
15612;37;2;195.15
15613;611;1;433.72
15614;429;7;3008.86
15615;11;54;21282.07
15616;439;1;317.11
15617;397;3;828.55
15618;33;5;747.03
15619;11;1;336.4
15620;51;8;1909.93
15621;5;6;1158.77
15622;4;30;7318.08
15623;142;8;2437.05
15624;117;4;588.13
15625;101;14;3203.25
15626;75;4;1049.37
15627;458;2;566.9
15628;5;21;5603.36
15629;451;4;2240.9
15630;46;4;1475.45
15631;643;1;596.67
15632;16;10;3147.31
15633;510;18;4173.41
15634;18;2;554.65
15635;396;1;100.35
15636;90;4;1444.58
15637;53;5;797.59
15638;302;9;2137.2
15639;135;5;1028.33
15640;5;34;23835.41
15641;106;12;5345.55
15642;730;1;105.78
15643;180;6;647.4
15644;167;4;813.0
15645;19;4;1042.57
15646;158;6;952.11
15647;416;1;169.0
15648;205;4;599.9
15649;337;4;2170.35
15650;516;3;539.03
15651;37;5;1259.06
15652;92;6;1411.84
15653;93;2;877.44
15654;10;2;922.53
15655;234;2;511.32
15656;46;4;748.5
15657;23;1;30.0
15658;191;13;2270.34
15659;44;3;532.49
15660;26;18;2764.14
15661;318;8;1215.95
15662;662;2;283.73
15663;107;1;138.14
15664;51;7;1212.35
15665;169;5;4015.12
15666;473;2;632.94
15667;40;1;301.32
15668;218;1;76.32
15669;41;5;677.69
15670;297;3;315.2
15671;19;10;2635.49
15672;726;1;45.3
15673;89;10;6409.84
15674;74;18;6217.85
15675;82;4;542.04
15676;10;5;3324.09
15677;50;3;1305.63
15678;53;3;1893.89
15679;25;4;781.28
15680;10;12;4464.48
15681;19;16;2480.2
15682;600;3;316.99
15683;118;2;524.54
15684;548;6;147.8
15685;451;1;55.98
15686;421;1;90.0
15687;9;11;2981.5
15688;419;1;190.57
15689;120;3;521.03
15690;5;2;239.76
15691;253;5;511.8
15692;29;1;191.04
15693;660;1;37.5
15694;1;29;10566.46
15695;267;4;1131.04
15696;34;21;3757.47
15697;690;1;246.75
15698;625;1;46.2
15699;18;1;309.65
15700;173;3;664.03
15701;3;4;1542.14
15702;477;2;140.39
15703;265;1;211.5
15704;141;8;3744.18
15705;202;1;143.1
15706;60;7;1001.81
15707;36;4;945.58
15708;41;14;4323.98
15709;284;2;327.85
15710;418;1;898.87
15711;557;2;420.25
15712;10;13;3467.46
15713;144;6;985.99
15714;12;5;784.81
15715;556;5;658.02
15716;146;11;3056.81
15717;235;5;607.0
15718;541;1;293.79
15719;33;39;10134.36
15720;25;2;741.92
15721;12;1;507.08
15722;36;15;5120.05
15723;365;4;947.65
15724;202;5;299.8
15725;16;1;415.25
15726;391;1;321.91
15727;17;15;9445.51
15728;50;3;409.8
15729;199;5;154.7
15730;66;7;1708.18
15731;554;1;125.3
15732;213;12;1637.52
15733;283;1;162.3
15734;115;4;2263.3
15735;422;1;327.68
15736;431;3;1717.27
15737;15;12;1121.21
15738;19;45;13342.12
15739;67;1;449.12
15740;50;1;154.88
15741;459;2;208.62
15742;620;1;156.87
15743;17;4;784.46
15744;78;1;34.8
15745;9;6;1071.24
15746;135;2;182.96
15747;13;10;2560.66
15748;41;3;614.76
15749;236;4;21535.9
15750;3;24;6692.55
15751;461;14;1318.84
15752;40;10;4199.09
15753;305;1;79.2
15754;51;12;3001.86
15755;2;20;5936.95
15756;62;4;532.96
15757;66;6;2940.36
15758;25;1;205.25
15759;219;10;810.98
15760;631;5;-5795.87
15761;443;1;143.05
15762;66;2;583.75
15763;32;3;1048.67
15764;82;14;4453.28
15765;667;1;370.63
15766;65;4;799.66
15767;642;2;-242.7
15768;116;36;15559.46
15769;8;51;84269.38
15770;613;1;321.45
15771;605;3;1006.54
15772;419;1;280.88
15773;6;2;774.52
15774;69;7;1324.2
15775;246;2;150.5
15776;134;1;241.62
15777;242;9;1732.16
15778;432;1;307.95
15779;464;2;124.08
15780;184;3;475.28
15781;26;4;333.56
15782;10;6;3985.65
15783;11;1;246.3
15784;468;2;848.33
15785;30;26;5825.33
15786;44;9;8392.85
15787;27;3;948.05
15788;501;2;215.53
15789;359;7;1932.01
15790;11;1;220.85
15791;44;9;3541.79
15792;400;2;933.84
15793;10;9;2382.92
15794;737;2;777.0
15795;150;8;1979.87
15796;2;22;5019.95
15797;114;6;2821.08
15798;493;3;1535.37
15799;76;4;1424.29
15800;108;7;1242.58
15801;47;4;1042.19
15802;143;3;-451.42
15803;52;4;1929.66
15804;1;19;3848.55
15805;24;40;9708.92
15806;47;3;784.58
15807;51;6;1807.57
15808;307;24;18248.83
15809;36;9;862.88
15810;79;13;2724.8
15811;18;10;3843.22
15812;108;13;5186.17
15813;208;2;1303.91
15814;4;8;2531.84
15815;64;5;2100.6
15816;543;3;93.3
15817;421;3;2766.4
15818;589;1;340.5
15819;50;11;3911.28
15820;320;1;206.98
15821;45;2;570.96
15822;4;8;1777.91
15823;338;6;3033.86
15824;454;2;890.94
15825;173;1;532.94
15826;52;6;2583.13
15827;74;42;3430.96
15828;376;1;1108.82
15829;100;2;636.14
15830;30;2;547.7
15831;59;4;747.76
15832;255;1;836.79
15833;738;1;80.4
15834;71;9;3600.29
15835;45;4;954.09
15836;46;2;117.47
15837;65;2;777.01
15838;12;38;73404.11
15839;26;5;1020.74
15840;59;3;345.66
15841;65;12;2716.5
15842;389;3;528.75
15843;304;1;118.95
15844;47;1;130.74
15845;18;14;4273.65
15846;386;1;107.01
15847;39;5;822.57
15848;622;1;139.94
15849;597;1;-5876.34
15850;20;6;1058.72
15851;527;1;109.73
15852;187;3;257.26
15853;52;1;110.8
15854;5;21;5583.81
15855;137;6;1052.72
15856;5;58;33817.44
15857;19;2;570.48
15858;16;15;3917.87
15859;433;1;438.46
15860;41;17;2505.21
15861;13;15;4217.99
15862;9;13;2928.29
15863;26;5;358.7
15864;23;9;2014.22
15865;41;5;2248.92
15866;102;1;230.53
15867;6;35;8974.85
15868;584;1;94.53
15869;278;3;323.66
15870;33;4;862.61
15871;438;1;33.1
15872;15;4;795.68
15873;493;5;138.24
15874;64;25;11135.0
15875;647;1;111.72
15876;410;2;1449.14
15877;2;3;440.78
15878;562;2;330.77
15879;405;4;1157.3
15880;370;2;626.56
15881;313;8;438.24
15882;199;10;1448.91
15883;3;2;396.48
15884;433;3;243.75
15885;93;20;1737.57
15886;61;4;1052.87
15887;407;3;1027.15
15888;80;4;402.12
15889;157;9;1795.83
15890;395;5;535.65
15891;227;1;524.52
15892;670;1;128.2
15893;482;1;305.28
15894;254;2;420.29
15895;150;1;179.17
15896;625;1;-1899.67
15897;195;2;222.05
15898;2;29;5534.36
15899;369;1;112.5
15900;24;5;890.5
15901;17;9;684.23
15902;381;1;145.01
15903;10;15;8859.82
15904;9;1;164.68
15905;544;1;114.69
15906;20;12;2467.89
15907;4;3;967.45
15908;491;2;764.57
15909;174;1;191.94
15910;1;15;2681.8
15911;449;10;1401.55
15912;179;9;1074.7
15913;535;1;6.3
15914;379;2;205.99
15915;402;1;429.21
15916;17;17;3277.67
15917;248;5;560.63
15918;191;3;582.88
15919;20;2;910.61
15920;155;9;571.64
15921;173;4;802.11
15922;373;2;727.2
15923;373;1;254.16
15924;732;1;102.82
15925;195;1;207.15
15926;543;1;134.44
15927;648;1;123.39
15928;657;1;293.53
15929;645;1;594.0
15930;68;1;426.63
15931;429;1;239.9
15932;5;11;2461.85
15933;22;3;1107.46
15934;418;2;2190.66
15935;240;3;108.04
15936;380;2;282.79
15937;65;1;145.35
15938;113;9;734.81
15939;90;17;9047.64
15940;312;3;0.0
15941;514;2;230.6
15942;134;1;337.44
15943;650;2;271.29
15944;277;4;2164.24
15945;366;4;827.27
15946;503;3;2304.18
15947;83;1;1708.24
15948;9;3;1509.09
15949;17;2;364.72
15950;2;13;6938.51
15951;2;4;974.52
15952;34;4;806.57
15953;16;21;3524.7
15954;590;1;190.75
15955;25;25;8622.61
15956;552;2;617.6
15957;32;3;930.1
15958;75;4;492.99
15959;683;3;579.49
15960;375;5;394.0
15961;380;1;451.29
15962;450;1;295.83
15963;20;2;470.76
15964;664;1;272.96
15965;18;14;2999.34
15966;445;2;399.58
15967;24;13;3019.2
15968;389;1;418.05
15969;3;6;1043.85
15970;304;2;1017.32
15971;18;20;4930.43
15972;457;5;1810.27
15973;236;5;780.39
15974;40;8;3429.55
15975;85;1;371.01
15976;166;6;1746.64
15977;18;2;1054.73
15978;78;5;3272.62
15979;603;1;329.22
15980;89;9;6546.28
15981;25;27;9268.07
15982;606;1;324.51
15983;23;8;3958.82
15984;3;32;8671.12
15985;124;8;2610.28
15986;31;2;354.42
15987;13;8;1682.13
15988;20;3;770.09
15989;376;2;372.51
15990;45;7;2010.05
15991;535;1;150.55
15992;4;3;896.6
15993;9;10;2756.82
15994;55;5;1198.84
15995;415;1;696.19
